Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows
1406,no,no,0,2,False.,No
1407,no,no,0,3,True.,Yes
1408,no,no,0,3,False.,Yes
1409,no,no,0,0,False.,Yes
1410,yes,no,0,2,False.,No
1411,no,no,0,1,True.,Yes
1412,no,no,0,1,False.,No
1413,no,no,0,1,False.,Yes
1414,no,no,0,2,False.,Yes
1415,no,no,0,3,False.,Yes
1416,no,no,0,2,False.,Yes
1417,no,no,0,2,False.,No
1418,no,yes,29,2,False.,Yes
1419,no,no,0,2,False.,Yes
1420,no,no,0,3,False.,Yes
1421,no,yes,31,2,False.,No
1422,no,no,0,1,False.,No
1423,yes,no,0,2,True.,Yes
1424,no,no,0,0,False.,No
1425,no,no,0,2,False.,No
1426,no,yes,31,6,True.,Yes
1427,no,no,0,2,False.,Yes
1428,no,no,0,2,True.,No
1429,no,no,0,1,False.,No
1430,no,no,0,2,False.,Yes
1431,no,yes,29,2,False.,Yes
1432,no,no,0,3,False.,Yes
1433,no,yes,32,3,False.,Yes
1434,no,yes,30,1,False.,No
1435,no,no,0,1,True.,Yes
1436,no,no,0,0,False.,Yes
1437,no,no,0,3,False.,Yes
1438,yes,no,0,0,True.,Yes
1439,no,no,0,2,False.,Yes
1440,yes,no,0,4,True.,Yes
1441,no,no,0,1,False.,No
1442,no,yes,28,1,False.,Yes
1443,no,yes,24,2,False.,Yes
1444,no,no,0,0,False.,No
1445,no,no,0,0,True.,No
1446,no,no,0,4,True.,Yes
1447,yes,no,0,1,True.,Yes
1448,no,no,0,0,False.,Yes
1449,no,no,0,1,False.,Yes
1450,no,yes,22,2,False.,Yes
1451,no,no,0,0,True.,Yes
1452,no,no,0,1,False.,Yes
1453,no,yes,16,0,False.,No
1454,no,no,0,0,False.,Yes
1455,no,no,0,2,False.,Yes
1456,no,yes,31,3,False.,Yes
1457,no,no,0,1,False.,Yes
1458,no,no,0,3,False.,No
1459,no,no,0,0,False.,Yes
1460,no,no,0,1,True.,Yes
1461,no,no,0,2,False.,Yes
1462,no,no,0,1,False.,No
1463,no,no,0,3,False.,Yes
1464,no,yes,31,3,False.,Yes
1465,no,no,0,1,True.,Yes
1466,no,no,0,1,False.,Yes
1467,no,no,0,3,False.,No
1468,yes,no,0,1,False.,Yes
1469,no,no,0,4,False.,Yes
1470,no,no,0,1,False.,Yes
1471,no,no,0,1,False.,No
1472,no,no,0,1,False.,Yes
1473,no,no,0,1,False.,No
1474,no,no,0,4,True.,Yes
1475,no,yes,32,0,False.,Yes
1476,no,yes,42,0,False.,Yes
1477,no,no,0,4,True.,Yes
1478,no,yes,34,1,False.,No
1479,yes,yes,43,1,False.,No
1480,no,no,0,3,False.,Yes
1481,no,no,0,1,False.,Yes
1482,no,no,0,1,False.,Yes
1483,no,yes,39,2,False.,Yes
1484,no,yes,21,2,False.,No
1485,no,no,0,3,False.,Yes
1486,no,no,0,0,False.,Yes
1487,no,yes,35,0,False.,Yes
1488,no,no,0,1,False.,Yes
1489,yes,no,0,4,False.,No
1490,no,no,0,1,False.,No
1491,no,no,0,1,False.,Yes
1492,no,yes,29,3,False.,Yes
1493,no,no,0,3,True.,Yes
1494,no,no,0,0,False.,Yes
1495,no,no,0,1,False.,Yes
1496,no,no,0,0,False.,No
1497,yes,yes,27,4,False.,Yes
1498,no,no,0,1,False.,Yes
1499,no,yes,19,1,False.,No
1500,no,no,0,4,False.,Yes
1501,no,no,0,3,False.,Yes
1502,no,no,0,0,False.,No
1503,no,no,0,1,False.,Yes
1504,no,no,0,0,False.,No
1505,no,yes,39,3,False.,Yes
1506,no,no,0,4,True.,Yes
1507,no,no,0,1,False.,Yes
1508,no,yes,31,6,True.,No
1509,no,no,0,1,False.,Yes
1510,no,yes,30,0,False.,No
1511,no,no,0,1,False.,No
1512,no,no,0,1,False.,Yes
1513,no,yes,24,1,False.,Yes
1514,no,yes,20,0,False.,Yes
1515,no,no,0,1,False.,Yes
1516,no,no,0,0,False.,Yes
1517,no,no,0,3,False.,Yes
1518,no,no,0,1,False.,Yes
1519,yes,yes,37,2,False.,No
1520,no,no,0,2,False.,Yes
1521,yes,no,0,3,True.,Yes
1522,no,yes,20,0,False.,No
1523,no,yes,31,1,False.,Yes
1524,yes,yes,28,1,False.,Yes
1525,no,no,0,0,False.,Yes
1526,no,no,0,2,False.,Yes
1527,no,yes,30,2,False.,Yes
1528,no,no,0,2,False.,Yes
1529,yes,no,0,2,False.,Yes
1530,no,yes,38,1,False.,Yes
1531,no,yes,34,1,False.,Yes
1532,no,no,0,1,False.,No
1533,no,no,0,0,False.,Yes
1534,no,no,0,1,False.,No
1535,no,yes,37,2,False.,No
1536,yes,yes,19,0,True.,Yes
1537,no,yes,26,1,False.,Yes
1538,yes,yes,34,4,False.,Yes
1539,no,no,0,2,False.,No
1540,no,no,0,0,False.,Yes
1541,no,no,0,1,False.,Yes
1542,no,yes,47,1,False.,No
1543,no,no,0,1,True.,No
1544,yes,no,0,1,False.,Yes
1545,no,no,0,3,False.,No
1546,no,yes,8,1,False.,Yes
1547,no,yes,28,2,False.,Yes
1548,no,no,0,0,False.,Yes
1549,no,no,0,4,False.,No
1550,no,no,0,4,False.,No
1551,no,no,0,0,False.,Yes
1552,no,yes,33,2,False.,Yes
1553,no,no,0,2,False.,Yes
1554,no,yes,40,2,False.,Yes
1555,no,yes,44,2,True.,Yes
1556,no,no,0,1,False.,Yes
1557,no,yes,33,1,False.,Yes
1558,no,no,0,1,False.,Yes
1559,no,no,0,1,False.,No
1560,no,no,0,0,False.,Yes
1561,no,no,0,3,False.,Yes
1562,no,no,0,0,False.,Yes
1563,no,no,0,2,False.,No
1564,no,no,0,1,False.,Yes
1565,no,no,0,3,False.,Yes
1566,no,no,0,1,False.,No
1567,no,no,0,0,False.,Yes
1568,yes,yes,35,0,True.,No
1569,no,yes,27,3,False.,Yes
1570,no,yes,27,0,False.,Yes
1571,no,yes,41,1,False.,Yes
1572,no,no,0,0,False.,Yes
1573,yes,no,0,1,True.,Yes
1574,yes,no,0,1,False.,Yes
1575,no,no,0,0,False.,Yes
1576,no,no,0,3,False.,Yes
1577,no,yes,35,0,False.,Yes
1578,no,no,0,1,False.,Yes
1579,no,no,0,2,False.,Yes
1580,no,yes,16,1,False.,Yes
1581,no,no,0,0,False.,Yes
1582,no,yes,34,2,False.,No
1583,no,no,0,3,False.,Yes
1584,yes,no,0,1,False.,Yes
1585,yes,no,0,3,True.,Yes
1586,no,no,0,1,False.,Yes
1587,no,no,0,0,False.,Yes
1588,no,yes,44,0,False.,Yes
1589,no,no,0,2,False.,Yes
1590,no,no,0,2,False.,No
1591,no,no,0,1,False.,No
1592,no,no,0,1,False.,No
1593,no,no,0,1,False.,Yes
1594,no,yes,30,4,True.,Yes
1595,no,no,0,2,False.,No
1596,no,yes,32,0,False.,No
1597,no,yes,36,3,False.,Yes
1598,no,no,0,1,False.,Yes
1599,no,no,0,0,False.,Yes
1600,no,no,0,3,False.,No
1601,no,no,0,1,False.,Yes
1602,no,no,0,0,False.,Yes
1603,no,yes,40,8,False.,Yes
1604,yes,yes,17,2,False.,Yes
1605,no,no,0,2,False.,Yes
1606,no,no,0,1,False.,Yes
1607,no,no,0,2,False.,No
1608,no,no,0,1,False.,No
1609,no,no,0,3,False.,Yes
1610,no,yes,40,3,False.,No
1611,no,no,0,1,False.,Yes
1612,no,no,0,1,False.,No
1613,no,yes,14,1,False.,Yes
1614,no,no,0,2,False.,Yes
1615,no,no,0,1,False.,Yes
1616,no,no,0,2,False.,Yes
1617,no,no,0,1,True.,No
1618,no,no,0,1,False.,No
1619,no,no,0,2,False.,Yes
1620,no,no,0,2,False.,No
1621,no,yes,35,2,False.,Yes
1622,no,no,0,3,False.,Yes
1623,no,no,0,1,False.,Yes
1624,no,no,0,2,False.,No
1625,no,yes,19,2,False.,No
1626,no,no,0,1,False.,No
1627,no,yes,23,2,False.,Yes
1628,no,no,0,0,False.,No
1629,no,no,0,0,True.,Yes
1630,no,no,0,3,False.,Yes
1631,no,no,0,1,True.,Yes
1632,yes,no,0,4,True.,Yes
1633,no,yes,18,0,True.,Yes
1634,yes,no,0,2,True.,Yes
1635,no,no,0,1,True.,Yes
1636,no,no,0,2,False.,Yes
1637,no,no,0,0,False.,Yes
1638,yes,yes,21,4,True.,Yes
1639,no,no,0,5,True.,Yes
1640,yes,no,0,0,False.,Yes
1641,no,no,0,3,False.,No
1642,no,yes,36,3,False.,Yes
1643,yes,no,0,0,False.,No
1644,no,no,0,1,False.,No
1645,no,no,0,1,False.,Yes
1646,no,yes,38,2,False.,Yes
1647,no,no,0,1,False.,Yes
1648,no,no,0,1,False.,Yes
1649,no,no,0,1,False.,No
1650,no,no,0,1,False.,Yes
1651,no,no,0,2,False.,Yes
1652,no,no,0,0,True.,Yes
1653,no,no,0,2,False.,Yes
1654,no,no,0,0,False.,No
1655,no,no,0,1,False.,Yes
1656,no,yes,22,2,False.,Yes
1657,no,no,0,0,False.,Yes
1658,no,yes,32,2,False.,Yes
1659,no,yes,34,2,False.,Yes
1660,no,no,0,2,False.,No
1661,no,no,0,0,False.,Yes
1662,no,no,0,2,False.,Yes
1663,no,no,0,0,False.,Yes
1664,no,yes,39,1,False.,Yes
1665,no,no,0,1,False.,Yes
1666,no,no,0,0,False.,Yes
1667,no,yes,38,2,False.,No
1668,no,no,0,0,False.,Yes
1669,no,yes,27,1,False.,Yes
1670,no,yes,31,0,False.,Yes
1671,no,no,0,2,False.,Yes
1672,no,no,0,1,False.,Yes
1673,no,no,0,1,False.,Yes
1674,no,yes,14,1,False.,Yes
1675,yes,yes,40,1,False.,Yes
1676,no,yes,35,1,False.,Yes
1677,no,no,0,3,False.,No
1678,no,no,0,1,False.,Yes
1679,no,no,0,2,False.,Yes
1680,no,yes,38,2,False.,Yes
1681,no,yes,29,0,False.,Yes
1682,no,yes,34,1,False.,No
1683,no,no,0,1,False.,No
1684,no,yes,25,0,False.,Yes
1685,no,no,0,1,False.,Yes
1686,no,no,0,2,True.,No
1687,no,no,0,1,False.,Yes
1688,no,no,0,1,False.,Yes
1689,yes,no,0,1,False.,Yes
1690,no,no,0,1,False.,Yes
1691,no,yes,39,1,False.,No
1692,no,yes,29,2,False.,Yes
1693,no,no,0,3,False.,Yes
1694,yes,no,0,1,True.,Yes
1695,no,yes,31,3,False.,Yes
1696,no,no,0,3,False.,No
1697,no,yes,49,0,False.,Yes
1698,no,no,0,2,False.,Yes
1699,no,yes,29,2,False.,Yes
1700,no,no,0,1,False.,No
1701,no,yes,26,0,False.,No
1702,yes,no,0,0,True.,No
1703,yes,yes,44,3,False.,No
1704,no,yes,33,2,False.,Yes
1705,no,no,0,3,False.,Yes
1706,no,no,0,1,False.,Yes
1707,no,no,0,0,False.,Yes
1708,no,yes,19,3,False.,No
1709,no,yes,25,2,False.,No
1710,no,no,0,0,False.,No
1711,yes,no,0,4,False.,Yes
1712,no,yes,20,0,False.,Yes
1713,no,no,0,2,False.,No
1714,no,no,0,3,False.,No
1715,no,no,0,1,True.,No
1716,no,no,0,2,False.,No
1717,no,no,0,0,False.,Yes
1718,yes,no,0,0,False.,Yes
1719,no,yes,39,1,False.,Yes
1720,no,no,0,4,True.,Yes
1721,no,yes,35,0,False.,Yes
1722,no,yes,21,0,False.,Yes
1723,no,no,0,1,False.,Yes
1724,no,no,0,1,False.,No
1725,no,no,0,2,False.,Yes
1726,no,yes,38,0,False.,Yes
1727,no,no,0,1,False.,No
1728,no,no,0,2,False.,Yes
1729,no,no,0,1,False.,No
1730,no,no,0,2,False.,Yes
1731,no,no,0,2,False.,Yes
1732,no,no,0,2,False.,No
1733,no,no,0,0,False.,No
1734,no,no,0,0,False.,Yes
1735,no,no,0,2,False.,Yes
1736,no,no,0,4,True.,No
1737,no,yes,29,1,False.,Yes
1738,no,no,0,2,False.,Yes
1739,no,no,0,6,True.,Yes
1740,no,no,0,2,False.,Yes
1741,no,no,0,3,False.,No
1742,yes,no,0,1,False.,Yes
1743,no,no,0,1,False.,Yes
1744,no,no,0,3,False.,Yes
1745,no,no,0,1,False.,No
1746,no,yes,36,3,False.,No
1747,no,no,0,0,True.,Yes
1748,no,no,0,1,False.,Yes
1749,no,no,0,0,False.,Yes
1750,no,no,0,0,False.,Yes
1751,no,yes,31,1,False.,No
1752,yes,no,0,1,True.,Yes
1753,no,yes,23,1,False.,No
1754,yes,no,0,1,True.,Yes
1755,no,yes,12,1,False.,Yes
1756,no,no,0,3,False.,No
1757,no,yes,28,1,False.,Yes
1758,no,no,0,2,False.,Yes
1759,no,no,0,2,False.,No
1760,no,yes,36,0,False.,Yes
1761,no,no,0,3,False.,No
1762,no,yes,38,1,False.,Yes
1763,yes,no,0,5,True.,Yes
1764,no,no,0,1,False.,Yes
1765,no,yes,33,2,False.,Yes
1766,no,yes,31,3,False.,Yes
1767,no,no,0,2,False.,Yes
1768,no,no,0,0,False.,No
1769,no,no,0,1,False.,No
1770,no,yes,35,1,False.,No
1771,no,yes,24,1,False.,Yes
1772,no,no,0,2,False.,No
1773,no,no,0,2,False.,Yes
1774,no,no,0,5,False.,Yes
1775,yes,no,0,1,True.,Yes
1776,no,no,0,0,False.,Yes
1777,no,no,0,2,False.,Yes
1778,no,no,0,1,False.,No
1779,no,no,0,1,False.,Yes
1780,no,no,0,0,True.,Yes
1781,no,no,0,2,False.,Yes
1782,no,no,0,1,False.,Yes
1783,no,yes,29,1,False.,Yes
1784,no,yes,30,2,False.,Yes
1785,no,no,0,2,False.,Yes
1786,no,no,0,3,False.,Yes
1787,no,yes,40,2,False.,Yes
1788,no,no,0,3,False.,Yes
1789,no,no,0,3,False.,Yes
1790,no,yes,39,1,False.,No
1791,no,yes,15,1,False.,No
1792,no,no,0,2,True.,Yes
1793,no,no,0,1,True.,Yes
1794,no,yes,27,1,False.,No
1795,no,no,0,7,True.,Yes
1796,no,no,0,2,False.,Yes
1797,no,no,0,1,False.,Yes
1798,no,no,0,1,False.,Yes
1799,no,no,0,0,False.,Yes
1800,no,no,0,4,False.,No
1801,no,yes,32,2,False.,Yes
1802,no,no,0,2,True.,No
1803,no,no,0,4,True.,Yes
1804,no,yes,26,2,False.,Yes
1805,no,no,0,1,True.,Yes
1806,no,yes,29,3,False.,Yes
1807,no,no,0,1,False.,No
1808,no,no,0,5,True.,No
1809,no,yes,23,4,False.,Yes
1810,no,no,0,3,False.,No
1811,no,no,0,2,False.,No
1812,yes,yes,17,0,False.,Yes
1813,no,no,0,4,False.,Yes
1814,no,no,0,5,True.,Yes
1815,no,no,0,3,False.,Yes
1816,no,yes,36,0,False.,Yes
1817,no,yes,25,1,False.,Yes
1818,no,no,0,1,False.,Yes
1819,yes,no,0,2,True.,Yes
1820,no,no,0,2,False.,Yes
1821,no,no,0,1,False.,Yes
1822,no,no,0,1,False.,Yes
1823,no,no,0,1,False.,No
1824,no,no,0,2,False.,Yes
1825,no,no,0,1,False.,No
1826,no,no,0,2,False.,No
1827,no,no,0,1,False.,No
1828,no,no,0,1,False.,Yes
1829,no,yes,23,4,False.,Yes
1830,no,yes,36,2,False.,Yes
1831,no,no,0,2,False.,Yes
1832,no,no,0,0,True.,Yes
1833,no,yes,43,3,False.,Yes
1834,no,no,0,0,False.,Yes
1835,no,no,0,1,False.,Yes
1836,no,no,0,0,False.,Yes
1837,no,no,0,1,True.,Yes
1838,no,no,0,0,False.,Yes
1839,no,yes,25,0,False.,No
1840,no,no,0,2,True.,No
1841,no,yes,31,0,False.,Yes
1842,no,no,0,3,False.,Yes
1843,no,no,0,1,False.,No
1844,no,no,0,1,False.,No
1845,no,yes,26,0,False.,Yes
1846,no,no,0,0,False.,Yes
1847,no,no,0,1,True.,No
1848,no,no,0,1,False.,Yes
1849,no,yes,23,1,False.,No
1850,no,no,0,3,False.,Yes
1851,no,no,0,1,True.,Yes
1852,no,no,0,1,False.,Yes
1853,yes,no,0,0,True.,Yes
1854,no,no,0,2,False.,Yes
1855,yes,no,0,2,True.,No
1856,yes,yes,15,1,False.,Yes
1857,yes,yes,39,1,False.,Yes
1858,yes,no,0,2,False.,Yes
1859,no,no,0,0,False.,Yes
1860,no,yes,35,0,False.,No
1861,no,no,0,2,False.,No
1862,no,yes,28,1,False.,No
1863,no,no,0,0,False.,Yes
1864,no,yes,42,1,False.,Yes
1865,no,no,0,0,True.,Yes
1866,no,no,0,4,True.,Yes
1867,no,no,0,2,False.,Yes
1868,no,yes,14,2,False.,Yes
1869,yes,no,0,2,True.,Yes
1870,no,no,0,2,False.,Yes
1871,no,no,0,0,False.,Yes
1872,no,yes,39,2,False.,Yes
1873,no,no,0,1,False.,Yes
1874,yes,yes,40,1,False.,Yes
1875,no,no,0,1,False.,No
1876,no,yes,24,0,False.,Yes
1877,no,no,0,0,False.,Yes
1878,no,no,0,3,True.,No
1879,no,yes,39,2,False.,Yes
1880,no,no,0,1,False.,Yes
1881,no,no,0,1,False.,Yes
1882,no,yes,21,1,False.,No
1883,no,no,0,1,False.,Yes
1884,no,yes,29,1,False.,No
1885,yes,no,0,0,True.,No
1886,no,yes,29,2,False.,No
1887,no,no,0,0,False.,No
1888,no,yes,31,1,False.,Yes
1889,no,yes,34,1,False.,Yes
1890,no,no,0,0,False.,Yes
1891,no,no,0,2,False.,No
1892,no,no,0,1,False.,Yes
1893,no,no,0,0,False.,No
1894,no,no,0,1,False.,Yes
1895,no,no,0,1,True.,No
1896,no,yes,29,1,False.,Yes
1897,no,no,0,1,False.,No
1898,no,yes,47,0,False.,Yes
1899,no,no,0,1,False.,Yes
1900,no,no,0,1,False.,No
1901,no,no,0,0,False.,Yes
1902,no,no,0,2,False.,Yes
1903,no,yes,36,5,False.,Yes
1904,no,no,0,1,False.,No
1905,yes,no,0,0,True.,Yes
1906,no,no,0,3,False.,Yes
1907,no,no,0,0,False.,Yes
1908,no,no,0,3,False.,Yes
1909,no,no,0,3,False.,Yes
1910,no,no,0,1,False.,Yes
1911,no,no,0,0,False.,No
1912,no,no,0,3,False.,No
1913,yes,no,0,1,False.,Yes
1914,no,no,0,0,False.,Yes
1915,no,no,0,0,False.,No
1916,no,yes,42,0,False.,Yes
1917,no,no,0,2,False.,No
1918,no,no,0,2,False.,Yes
1919,no,no,0,3,False.,Yes
1920,no,yes,17,0,False.,No
1921,no,no,0,1,False.,No
1922,no,yes,39,1,False.,Yes
1923,no,no,0,2,False.,Yes
1924,no,yes,23,2,False.,No
1925,no,yes,26,1,False.,Yes
1926,no,no,0,3,False.,Yes
1927,no,no,0,3,False.,Yes
1928,no,no,0,2,False.,Yes
1929,no,no,0,2,False.,Yes
1930,no,yes,25,1,False.,No
1931,no,no,0,1,False.,No
1932,no,yes,42,7,False.,Yes
1933,no,no,0,1,False.,Yes
1934,no,no,0,2,False.,Yes
1935,no,yes,29,0,False.,Yes
1936,no,yes,37,4,False.,Yes
1937,no,yes,17,0,False.,Yes
1938,yes,no,0,1,True.,No
1939,no,yes,26,1,False.,Yes
1940,no,no,0,1,False.,No
1941,no,yes,22,2,False.,Yes
1942,no,yes,21,2,False.,No
1943,no,no,0,0,True.,No
1944,no,no,0,2,False.,Yes
1945,no,yes,28,4,True.,Yes
1946,yes,no,0,2,True.,Yes
1947,no,yes,43,1,False.,Yes
1948,no,yes,39,2,False.,Yes
1949,yes,no,0,2,False.,No
1950,no,no,0,2,True.,Yes
1951,no,yes,26,1,True.,Yes
1952,no,no,0,5,True.,No
1953,no,yes,25,1,False.,No
1954,no,no,0,0,False.,Yes
1955,no,no,0,1,False.,No
1956,no,no,0,2,False.,Yes
1957,no,no,0,1,False.,No
1958,no,no,0,1,True.,Yes
1959,no,no,0,0,False.,Yes
1960,no,no,0,0,False.,Yes
1961,no,no,0,0,False.,Yes
1962,yes,yes,16,0,True.,Yes
1963,yes,no,0,0,True.,Yes
1964,yes,no,0,1,False.,Yes
1965,no,no,0,0,False.,Yes
1966,no,no,0,7,True.,Yes
1967,no,no,0,2,True.,Yes
1968,yes,yes,25,0,False.,Yes
1969,no,no,0,3,False.,Yes
1970,no,no,0,1,True.,Yes
1971,no,no,0,0,False.,Yes
1972,no,no,0,0,False.,Yes
1973,yes,no,0,2,False.,Yes
1974,no,yes,25,1,False.,Yes
1975,no,no,0,2,False.,Yes
1976,no,no,0,1,False.,No
1977,no,no,0,1,False.,Yes
1978,yes,no,0,1,False.,Yes
1979,no,no,0,1,True.,No
1980,no,no,0,2,False.,No
1981,no,no,0,4,True.,Yes
1982,no,no,0,0,True.,Yes
1983,yes,yes,33,2,False.,Yes
1984,no,yes,28,1,False.,Yes
1985,yes,yes,12,2,False.,Yes
1986,no,no,0,1,False.,Yes
1987,no,no,0,3,False.,Yes
1988,yes,yes,28,0,True.,Yes
1989,no,no,0,2,False.,No
1990,no,no,0,1,True.,Yes
1991,no,no,0,4,False.,No
1992,no,no,0,3,False.,Yes
1993,yes,no,0,0,True.,Yes
1994,no,no,0,2,True.,No
1995,no,no,0,3,False.,Yes
1996,no,yes,21,0,False.,No
1997,no,no,0,1,False.,Yes
1998,no,yes,29,1,False.,Yes
1999,no,no,0,2,True.,Yes
2000,no,yes,40,1,False.,Yes
2001,no,no,0,1,False.,Yes
2002,no,no,0,1,False.,No
2003,no,no,0,1,False.,Yes
2004,yes,yes,38,1,True.,Yes
2005,no,yes,33,4,True.,Yes
2006,no,no,0,2,False.,Yes
2007,no,yes,39,1,False.,Yes
2008,no,yes,28,2,False.,Yes
2009,no,yes,45,2,False.,Yes
2010,no,yes,36,0,False.,Yes
2011,no,no,0,0,False.,No
2012,no,no,0,4,False.,Yes
2013,no,no,0,8,True.,Yes
2014,no,no,0,2,False.,Yes
2015,no,yes,25,3,False.,Yes
2016,no,no,0,1,False.,No
2017,no,no,0,1,False.,Yes
2018,no,no,0,2,False.,Yes
2019,no,no,0,1,False.,Yes
2020,no,no,0,6,True.,Yes
2021,no,no,0,1,False.,Yes
2022,no,no,0,3,False.,No
2023,no,no,0,4,False.,Yes
2024,no,no,0,1,False.,Yes
2025,no,no,0,1,False.,No
2026,no,no,0,2,False.,No
2027,no,no,0,2,False.,Yes
2028,no,no,0,3,False.,No
2029,no,no,0,1,False.,Yes
2030,no,no,0,0,False.,Yes
2031,no,no,0,1,False.,Yes
2032,yes,no,0,1,False.,No
2033,no,no,0,1,False.,Yes
2034,no,no,0,1,True.,No
2035,no,no,0,0,True.,Yes
2036,yes,yes,42,3,True.,Yes
2037,no,no,0,2,False.,Yes
2038,no,yes,33,1,False.,No
2039,no,yes,30,1,False.,Yes
2040,no,no,0,2,True.,Yes
2041,no,no,0,1,False.,Yes
2042,no,no,0,1,False.,No
2043,no,no,0,2,False.,No
2044,no,no,0,0,False.,Yes
2045,no,yes,30,1,False.,Yes
2046,no,no,0,1,False.,Yes
2047,no,no,0,1,False.,Yes
2048,no,no,0,0,False.,No
2049,no,no,0,1,False.,Yes
2050,no,no,0,0,False.,No
2051,no,no,0,4,True.,No
2052,yes,yes,26,1,False.,Yes
2053,no,no,0,1,False.,No
2054,no,no,0,0,False.,Yes
2055,no,no,0,0,True.,Yes
2056,no,no,0,0,False.,Yes
2057,no,yes,30,3,False.,Yes
2058,no,no,0,1,False.,Yes
2059,no,no,0,3,False.,Yes
2060,no,yes,31,2,False.,Yes
2061,no,no,0,0,False.,No
2062,no,no,0,3,False.,Yes
2063,no,no,0,3,False.,Yes
2064,no,no,0,0,False.,Yes
2065,no,no,0,1,False.,Yes
2066,no,no,0,1,True.,Yes
2067,no,no,0,1,False.,No
2068,no,no,0,3,False.,Yes
2069,no,no,0,1,False.,No
2070,no,yes,20,1,False.,Yes
2071,no,no,0,5,False.,Yes
2072,no,yes,32,1,False.,Yes
2073,no,no,0,2,False.,Yes
2074,no,yes,21,5,False.,Yes
2075,no,yes,20,5,True.,Yes
2076,no,no,0,2,False.,Yes
2077,no,yes,27,1,False.,Yes
2078,yes,no,0,2,True.,Yes
2079,yes,no,0,3,True.,Yes
2080,no,no,0,1,False.,Yes
2081,no,no,0,4,False.,No
2082,no,no,0,1,False.,No
2083,no,no,0,0,False.,Yes
2084,no,yes,4,3,False.,Yes
2085,no,no,0,3,True.,Yes
2086,no,yes,16,2,False.,Yes
2087,no,no,0,0,False.,Yes
2088,no,no,0,0,False.,Yes
2089,no,no,0,1,False.,Yes
2090,no,yes,30,2,False.,Yes
2091,no,no,0,2,False.,No
2092,no,no,0,1,False.,Yes
2093,no,no,0,2,False.,No
2094,no,no,0,0,False.,Yes
2095,no,no,0,0,False.,Yes
2096,no,yes,35,1,False.,Yes
2097,no,no,0,1,False.,Yes
2098,no,no,0,3,False.,Yes
2099,no,no,0,2,False.,No
2100,no,no,0,0,False.,No
2101,no,no,0,3,False.,Yes
2102,no,no,0,1,True.,Yes
2103,no,no,0,3,False.,Yes
2104,yes,no,0,1,False.,Yes
2105,no,no,0,4,False.,Yes
2106,no,no,0,1,False.,No
2107,no,yes,27,3,False.,Yes
2108,no,no,0,3,False.,Yes
2109,no,yes,33,3,False.,No
2110,no,no,0,0,False.,Yes
2111,no,no,0,0,False.,No
2112,no,no,0,3,False.,Yes
2113,no,no,0,1,False.,Yes
2114,no,no,0,2,False.,Yes
2115,no,no,0,3,False.,No
2116,no,no,0,0,False.,Yes
2117,no,no,0,3,False.,No
2118,no,yes,39,3,False.,Yes
2119,no,yes,22,1,False.,Yes
2120,no,yes,30,1,False.,Yes
2121,no,no,0,2,False.,No
2122,no,yes,26,1,False.,Yes
2123,no,no,0,1,False.,Yes
2124,no,no,0,1,False.,Yes
2125,no,yes,23,2,False.,No
2126,no,no,0,2,False.,Yes
2127,no,no,0,1,False.,Yes
2128,yes,yes,36,1,False.,Yes
2129,no,no,0,1,True.,Yes
2130,yes,no,0,0,True.,Yes
2131,no,yes,37,1,False.,Yes
2132,no,no,0,5,False.,No
2133,no,no,0,2,False.,Yes
2134,no,no,0,2,True.,Yes
2135,no,no,0,1,False.,Yes
2136,no,no,0,3,False.,Yes
2137,no,no,0,3,False.,Yes
2138,no,no,0,1,False.,Yes
2139,no,no,0,1,True.,Yes
2140,no,yes,21,1,False.,Yes
2141,no,yes,15,2,False.,Yes
2142,no,yes,34,2,False.,No
2143,no,yes,26,1,False.,Yes
2144,no,no,0,3,False.,Yes
2145,yes,yes,30,0,False.,Yes
2146,no,no,0,4,False.,No
2147,no,no,0,1,False.,No
2148,no,no,0,3,False.,Yes
2149,no,yes,27,3,False.,Yes
2150,no,yes,27,2,False.,No
2151,no,no,0,1,False.,Yes
2152,yes,no,0,1,False.,Yes
2153,no,no,0,2,False.,Yes
2154,no,no,0,0,False.,Yes
2155,no,no,0,1,False.,No
2156,no,no,0,1,False.,Yes
2157,no,no,0,3,False.,No
2158,no,yes,16,2,False.,Yes
2159,no,no,0,0,False.,No
2160,no,no,0,3,True.,Yes
2161,no,yes,25,0,False.,Yes
2162,no,yes,34,0,False.,Yes
2163,no,no,0,1,False.,Yes
2164,no,no,0,2,False.,Yes
2165,no,no,0,2,False.,Yes
2166,no,no,0,1,False.,Yes
2167,no,yes,26,0,False.,Yes
2168,no,no,0,4,False.,Yes
2169,no,no,0,1,False.,Yes
2170,no,no,0,0,True.,No
2171,no,no,0,1,False.,Yes
2172,no,no,0,2,False.,Yes
2173,no,no,0,3,False.,Yes
2174,no,no,0,1,False.,Yes
2175,no,no,0,2,False.,No
2176,no,yes,28,2,False.,Yes
2177,yes,no,0,4,True.,No
2178,no,no,0,0,False.,Yes
2179,no,no,0,1,False.,No
2180,no,no,0,2,False.,Yes
2181,no,no,0,0,False.,No
2182,no,no,0,1,False.,No
2183,no,yes,23,0,False.,Yes
2184,no,no,0,3,False.,Yes
2185,no,yes,24,2,False.,Yes
2186,no,no,0,1,False.,No
2187,no,no,0,1,False.,Yes
